#proteinId,iprId,iprDesc,domainDb,domainId,domainDesc,numHits,domainStarts,domainEnds,score
1,IPR002529,"Fumarylacetoacetase, C-terminal",HMMPfam,PF01557,Fumarylacetoacetate (FAA) hydrolase family,1,"567,","779,",6.80E-57
3714,IPR006139,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",HMMPfam,PF00389,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",1,"158,","484,",1.70E-12
3714,IPR006140,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain",HMMPfam,PF02826,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",1,"311,","460,",4.90E-34
3714,IPR029753,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site",ProSitePatterns,PS00671,D-isomer specific 2-hydroxyacid dehydrogenases signature 3.,1,"392,","408,",-
3714,\N,\N,SUPERFAMILY,SSF51735,\N,1,"312,","461,",9.27E-30
3714,\N,\N,SUPERFAMILY,SSF52283,\N,1,"154,","263,",9.78E-19
3715,IPR019787,"Zinc finger, PHD-finger",HMMPfam,PF00628,PHD-finger,1,"445,","497,",1.50E-07
3715,IPR019786,"Zinc finger, PHD-type, conserved site",ProSitePatterns,PS01359,Zinc finger PHD-type signature.,1,"445,","495,",-
3715,IPR019787,"Zinc finger, PHD-finger",ProSiteProfiles,PS50016,Zinc finger PHD-type profile.,1,"442,","498,",8.671
3715,IPR001965,"Zinc finger, PHD-type",SMART,SM00249,PHD zinc finger,1,"444,","496,",8.40E-07
3715,IPR011011,"Zinc finger, FYVE/PHD-type",SUPERFAMILY,SSF57903,\N,1,"436,","506,",8.20E-12
3716,IPR008570,"ESCRT-II complex, vps25 subunit",HMMPfam,PF05871,ESCRT-II complex subunit,1,"19,","158,",3.10E-52
3716,\N,\N,SUPERFAMILY,SSF46785,\N,2,"15,114,","119,187,","5.17E-28,2.04E-24"
3717,IPR001357,BRCT domain,HMMPfam,PF00533,BRCA1 C Terminus (BRCT) domain,1,"157,","207,",5.40E-05
3717,IPR001357,BRCT domain,HMMPfam,PF12738,twin BRCT domain,1,"367,","429,",9.20E-20
3717,IPR001357,BRCT domain,ProSiteProfiles,PS50172,BRCT domain profile.,6,"31,129,262,364,652,799,","129,220,352,447,711,851,","10.752,15.51,8.582,11.503,9.028,8.36"
3717,IPR001357,BRCT domain,SMART,SM00292,breast cancer carboxy-terminal domain,6,"33,132,264,361,627,736,","119,210,342,437,701,841,","17.0,1.6E-5,0.0032,1.2E-10,100.0,67.0"
3717,IPR001357,BRCT domain,SUPERFAMILY,SSF52113,\N,5,"36,129,312,643,724,","134,224,447,728,851,","2.88E-14,1.57E-20,4.45E-27,1.22E-14,4.52E-10"
3718,IPR000073,Alpha/beta hydrolase fold-1,HMMPfam,PF12697,Alpha/beta hydrolase family,1,"55,","364,",9.20E-28
3718,IPR029058,Alpha/Beta hydrolase fold,SUPERFAMILY,SSF53474,\N,2,"48,292,","246,372,","1.03E-22,1.03E-22"
3724,IPR028364,Ribosomal protein L1/ribosomal biogenesis protein,HMMPfam,PF00687,Ribosomal protein L1p/L10e family,1,"15,","213,",1.80E-52
3724,IPR002143,Ribosomal protein L1,PIRSF,PIRSF002155,\N,1,"1,","217,",230
3724,IPR023673,"Ribosomal protein L1, conserved site",ProSitePatterns,PS01199,Ribosomal protein L1 signature.,1,"117,","136,",-
3724,IPR023674,Ribosomal protein L1-like,SUPERFAMILY,SSF56808,\N,1,"14,","217,",2.09E-66
3725,IPR000182,GNAT domain,HMMPfam,PF00583,Acetyltransferase (GNAT) family,1,"88,","177,",9.40E-15
3725,IPR000182,GNAT domain,ProSiteProfiles,PS51186,Gcn5-related N-acetyltransferase (GNAT) domain profile.,1,"29,","202,",14.527
3725,IPR016181,Acyl-CoA N-acyltransferase,SUPERFAMILY,SSF55729,\N,1,"41,","181,",6.28E-20
3726,IPR006689,"Small GTPase superfamily, ARF/SAR type",HMMPfam,PF00025,ADP-ribosylation factor family,1,"5,","176,",6.70E-80
3726,IPR006689,"Small GTPase superfamily, ARF/SAR type",PRINTS,PR00328,GTP-binding SAR1 protein signature,4,"19,47,74,119,","42,71,99,140,","7.9E-20,7.9E-20,7.9E-20,7.9E-20"
3726,IPR024156,"Small GTPase superfamily, ARF type",ProSiteProfiles,PS51417,small GTPase Arf family profile.,1,"11,","177,",25.705
3726,IPR003579,"Small GTPase superfamily, Rab type",SMART,SM00175,Rab subfamily of small GTPases,1,"18,","158,",0.0034
3726,IPR024156,"Small GTPase superfamily, ARF type",SMART,SM00177,"ARF-like small GTPases; ARF, ADP-ribosylation factor",1,"1,","181,",1.50E-134
3726,IPR006687,"Small GTPase superfamily, SAR1-type",SMART,SM00178,Sar1p-like members of the Ras-family  of small GTPases,1,"1,","177,",7.40E-25
3726,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,1,"14,","178,",4.86E-58
3726,IPR005225,Small GTP-binding protein domain,TIGRFAM,TIGR00231,small_GTP: small GTP-binding protein domain,1,"16,","159,",1.70E-23
3727,IPR003124,WH2 domain,HMMPfam,PF02205,WH2 motif,1,"43,","68,",1.90E-10
3727,IPR003124,WH2 domain,ProSiteProfiles,PS51082,WH2 domain profile.,1,"45,","62,",9.35
3727,IPR003124,WH2 domain,SMART,SM00246,Wiskott Aldrich syndrome homology region 2,2,"45,125,","62,144,","0.013,930.0"
3729,IPR007051,Cysteine/histidine-rich domain,HMMPfam,PF04968,CHORD,2,"2,126,","62,188,","3.2E-24,6.6E-25"
3729,IPR007052,CS domain,HMMPfam,PF04969,CS domain,1,"225,","302,",1.70E-12
3729,IPR007052,CS domain,ProSiteProfiles,PS51203,CS domain profile.,1,"221,","312,",14.182
3729,IPR007051,Cysteine/histidine-rich domain,ProSiteProfiles,PS51401,CHORD domain profile.,2,"5,129,","61,190,","30.14,29.061"
3729,IPR008978,HSP20-like chaperone,SUPERFAMILY,SSF49764,\N,1,"216,","325,",7.03E-30
3732,IPR003000,Sirtuin family,HMMPfam,PF02146,Sir2 family,1,"103,","317,",2.90E-28
3732,IPR026590,"Sirtuin family, catalytic core domain",ProSiteProfiles,PS50305,Sirtuin catalytic domain profile.,1,"86,","381,",35.438
3732,IPR029035,DHS-like NAD/FAD-binding domain,SUPERFAMILY,SSF52467,\N,1,"80,","370,",1.21E-59
3733,IPR021665,"Mediator complex, subunit Med16",HMMPfam,PF11635,Mediator complex subunit 16,1,"153,","916,",3.80E-51
3733,\N,\N,SUPERFAMILY,SSF101908,\N,1,"57,","267,",2.48E-05
3734,IPR001854,Ribosomal protein L29,HMMPfam,PF00831,Ribosomal L29 protein,1,"11,","66,",1.00E-19
3734,IPR001854,Ribosomal protein L29,SUPERFAMILY,SSF46561,\N,1,"7,","66,",4.58E-16
3734,IPR001854,Ribosomal protein L29,TIGRFAM,TIGR00012,L29: ribosomal protein L29,1,"13,","65,",1.30E-18
3735,\N,\N,HMMPfam,PF12352,Snare region anchored in the vesicle membrane C-terminus,1,"138,","200,",1.60E-13
3735,IPR023601,"Golgi SNAP receptor complex, subunit 1",PIRSF,PIRSF027109,\N,1,"1,","225,",221
3736,IPR007849,ATPase assembly factor ATP10,HMMPfam,PF05176,ATP10 protein,1,"86,","342,",4.20E-69
3737,IPR011701,Major facilitator superfamily,HMMPfam,PF07690,Major Facilitator Superfamily,1,"65,","432,",2.40E-33
3737,IPR020846,Major facilitator superfamily domain,ProSiteProfiles,PS50850,Major facilitator superfamily (MFS) profile.,1,"61,","477,",8.528
3737,IPR020846,Major facilitator superfamily domain,SUPERFAMILY,SSF103473,\N,1,"39,","479,",3.53E-58
3738,IPR018944,"DNA polymerase lambda, fingers domain",HMMPfam,PF10391,Fingers domain of DNA polymerase lambda,1,"521,","571,",1.30E-18
3738,\N,\N,HMMPfam,PF14716,Helix-hairpin-helix domain,1,"437,","501,",1.20E-15
3738,IPR029398,"DNA polymerase beta, thumb domain",HMMPfam,PF14791,DNA polymerase beta thumb,1,"690,","762,",3.10E-20
3738,IPR028207,"DNA polymerase beta, palm domain",HMMPfam,PF14792,DNA polymerase beta palm,1,"572,","683,",2.10E-29
3738,IPR022312,DNA polymerase family X,PRINTS,PR00869,DNA-polymerase family X signature,6,"529,599,613,676,692,743,","546,613,621,685,705,761,","7.2E-16,7.2E-16,7.2E-16,7.2E-16,7.2E-16,7.2E-16"
3738,IPR002008,"DNA polymerase family X, beta-like",PRINTS,PR00870,DNA-polymerase family X pol beta-like signature,6,"488,560,600,675,690,744,","505,574,619,683,697,761,","2.7E-30,2.7E-30,2.7E-30,2.7E-30,2.7E-30,2.7E-30"
3738,IPR001357,BRCT domain,ProSiteProfiles,PS50172,BRCT domain profile.,1,"190,","276,",10.474
3738,IPR001357,BRCT domain,SMART,SM00292,breast cancer carboxy-terminal domain,1,"192,","276,",0.0041
3738,IPR002054,DNA-directed DNA polymerase X,SMART,SM00483,DNA polymerase X family,1,"435,","762,",2.60E-68
3738,IPR010996,"DNA polymerase beta-like, N-terminal domain",SUPERFAMILY,SSF47802,\N,1,"420,","511,",2.09E-21
3738,IPR001357,BRCT domain,SUPERFAMILY,SSF52113,\N,1,"186,","280,",2.91E-11
3738,\N,\N,SUPERFAMILY,SSF81301,\N,1,"572,","762,",9.81E-51
3738,\N,\N,SUPERFAMILY,SSF81585,\N,1,"516,","571,",2.29E-16
3744,IPR013933,"Chromatin-remodelling complex, RSC SWI/SNF subunit Rsc7/Swp82",HMMPfam,PF08624,Chromatin remodelling complex Rsc7/Swp82 subunit,1,"150,","285,",9.10E-55
3745,IPR002938,"Monooxygenase, FAD-binding",HMMPfam,PF01494,FAD binding domain,1,"13,","359,",8.90E-21
3745,IPR003042,Aromatic-ring hydroxylase-like,PRINTS,PR00420,Aromatic-ring hydroxylase (flavoprotein monooxygenase) signature,4,"13,154,297,312,","35,169,312,328,","2.0E-16,2.0E-16,2.0E-16,2.0E-16"
3745,\N,\N,SUPERFAMILY,SSF51905,\N,2,"12,284,","175,389,","3.24E-58,3.24E-58"
3745,\N,\N,SUPERFAMILY,SSF54373,\N,1,"182,","291,",1.57E-15
3746,IPR011701,Major facilitator superfamily,HMMPfam,PF07690,Major Facilitator Superfamily,1,"81,","464,",1.00E-27
3746,IPR020846,Major facilitator superfamily domain,ProSiteProfiles,PS50850,Major facilitator superfamily (MFS) profile.,1,"71,","530,",10.548
3746,IPR020846,Major facilitator superfamily domain,SUPERFAMILY,SSF103473,\N,2,"56,311,","259,524,","4.32E-42,4.32E-42"
3747,IPR007219,"Transcription factor domain, fungi",HMMPfam,PF04082,Fungal specific transcription factor domain,1,"392,","650,",2.70E-09
3747,\N,\N,HMMPfam,PF13465,Zinc-finger double domain,1,"18,","43,",6.10E-06
3747,IPR007087,"Zinc finger, C2H2",ProSitePatterns,PS00028,Zinc finger C2H2 type domain signature.,2,"6,34,","26,54,","-,-"
3747,IPR007087,"Zinc finger, C2H2",ProSiteProfiles,PS50157,Zinc finger C2H2 type domain profile.,2,"4,32,","31,59,","14.815,12.113"
3747,IPR015880,"Zinc finger, C2H2-like",SMART,SM00355,zinc finger,2,"4,32,","26,54,","0.095,5.7E-4"
3747,\N,\N,SUPERFAMILY,SSF57667,\N,1,"5,","54,",1.01E-13
3748,IPR013948,DNA replication regulator Sld3,HMMPfam,PF08639,DNA replication regulator SLD3,1,"287,","885,",9.40E-100
3749,IPR000727,Target SNARE coiled-coil domain,HMMPfam,PF05739,SNARE domain,1,"174,","236,",1.00E-18
3749,\N,\N,HMMPfam,PF14523,Syntaxin-like protein,1,"38,","130,",3.00E-20
3749,IPR006012,"Syntaxin/epimorphin, conserved site",ProSitePatterns,PS00914,Syntaxin / epimorphin family signature.,1,"175,","214,",-
3749,IPR000727,Target SNARE coiled-coil domain,ProSiteProfiles,PS50192,t-SNARE coiled-coil homology domain profile.,1,"169,","231,",18.234
3749,IPR000727,Target SNARE coiled-coil domain,SMART,SM00397,Helical region found in SNAREs,1,"164,","231,",4.30E-16
3749,IPR010989,t-SNARE,SUPERFAMILY,SSF47661,\N,1,"25,","224,",1.18E-38
3750,IPR019049,Nucleoporin protein Ndc1-Nup,HMMPfam,PF09531,Nucleoporin protein Ndc1-Nup,1,"21,","606,",6.80E-103
3751,IPR006849,IKI3,HMMPfam,PF04762,IKI3 family,1,"1,","950,",0
3751,IPR006849,IKI3,PIRSF,PIRSF017233,\N,1,"1,","1349,",1243
3751,\N,\N,SUPERFAMILY,SSF69322,\N,2,"98,215,","152,448,","1.96E-11,1.96E-11"
3752,IPR004202,Cytochrome c oxidase subunit VIIc,HMMPfam,PF02935,Cytochrome c oxidase subunit VIIc,1,"7,","71,",3.20E-11
3753,IPR011545,DEAD/DEAH box helicase domain,HMMPfam,PF00270,DEAD/DEAH box helicase,1,"158,","304,",2.80E-21
3753,IPR001650,"Helicase, C-terminal",HMMPfam,PF00271,Helicase conserved C-terminal domain,1,"480,","555,",4.40E-07
3753,IPR012961,"DSH, C-terminal",HMMPfam,PF08148,DSHCT (NUC185) domain,1,"897,","1075,",4.50E-64
3753,IPR025696,rRNA-processing arch domain,HMMPfam,PF13234,rRNA-processing arch domain,1,"609,","875,",2.30E-99
3753,IPR016438,"RNA helicase, ATP-dependent, SK12/DOB1",PIRSF,PIRSF005198,\N,1,"3,","1075,",1195
3753,IPR014001,"Helicase superfamily 1/2, ATP-binding domain",ProSiteProfiles,PS51192,Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.,1,"164,","320,",24.084
3753,IPR001650,"Helicase, C-terminal",ProSiteProfiles,PS51194,Superfamilies 1 and 2 helicase C-terminal domain profile.,1,"400,","604,",11.684
3753,IPR014001,"Helicase superfamily 1/2, ATP-binding domain",SMART,SM00487,DEAD-like helicases superfamily,1,"152,","335,",2.10E-32
3753,IPR001650,"Helicase, C-terminal",SMART,SM00490,helicase superfamily c-terminal domain,1,"466,","555,",7.10E-18
3753,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,3,"168,379,475,","305,435,569,","5.45E-48,5.45E-48,5.45E-48"
3754,IPR013868,Cut8 six-helix bundle,HMMPfam,PF08559,Cut8 six-helix bundle,1,"117,","257,",5.50E-47
3754,IPR029449,Cut8 dimerisation domain,HMMPfam,PF14483,Cut8 dimerisation domain,1,"78,","115,",8.10E-08
3755,IPR000511,Cytochrome c/c1 haem-lyase,HMMPfam,PF01265,Cytochrome c/c1 heme lyase,1,"156,","449,",2.30E-75
3755,IPR000511,Cytochrome c/c1 haem-lyase,ProSitePatterns,PS00822,Cytochrome c and c1 heme lyases signature 2.,1,"390,","396,",-
3756,IPR006204,GHMP kinase N-terminal domain,HMMPfam,PF00288,GHMP kinases N terminal domain,1,"112,","161,",8.80E-10
3756,IPR005935,Diphosphomevalonate/phosphomevalonate decarboxylase,PIRSF,PIRSF015950,\N,1,"3,","387,",335
3756,IPR020568,Ribosomal protein S5 domain 2-type fold,SUPERFAMILY,SSF54211,\N,1,"11,","197,",5.69E-44
3756,IPR013750,"GHMP kinase, C-terminal domain",SUPERFAMILY,SSF55060,\N,1,"198,","392,",9.21E-60
3756,IPR029765,Diphosphomevalonate decarboxylase,TIGRFAM,TIGR01240,mevDPdecarb: diphosphomevalonate decarboxylase,1,"12,","330,",2.20E-107
3757,\N,\N,HMMPfam,PF13738,Pyridine nucleotide-disulphide oxidoreductase,1,"10,","215,",9.40E-23
3757,IPR013027,FAD-dependent pyridine nucleotide-disulphide oxidoreductase,PRINTS,PR00368,FAD-dependent pyridine nucleotide reductase signature,3,"9,135,182,","28,153,200,","3.9E-5,3.9E-5,3.9E-5"
3757,\N,\N,SUPERFAMILY,SSF51905,\N,2,"7,303,","234,413,","7.4E-45,7.4E-45"
3758,IPR007513,Uncharacterised protein family SERF,HMMPfam,PF04419,4F5 protein family,1,"1,","32,",6.00E-08
3758,\N,\N,HMMPfam,PF12907,Zinc-binding,1,"34,","69,",1.10E-12
3758,IPR026939,At2g23090 like,SUPERFAMILY,SSF118359,\N,1,"1,","69,",6.54E-24
3759,IPR005814,Aminotransferase class-III,HMMPfam,PF00202,Aminotransferase class-III,2,"44,356,","332,462,","7.3E-45,2.9E-22"
3759,IPR015424,Pyridoxal phosphate-dependent transferase,SUPERFAMILY,SSF53383,\N,2,"35,190,","162,533,","8.85E-103,8.85E-103"
3762,IPR003959,"ATPase, AAA-type, core",HMMPfam,PF00004,ATPase family associated with various cellular activities (AAA),2,"238,581,","370,711,","8.1E-42,3.7E-44"
3762,IPR003960,"ATPase, AAA-type, conserved site",ProSitePatterns,PS00674,AAA-protein family signature.,1,"342,","360,",-
3762,IPR003593,AAA+ ATPase domain,SMART,SM00382,ATPases associated with a variety of cellular activities,2,"234,577,","374,714,","1.0E-21,6.1E-20"
3762,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,2,"198,539,","434,810,","4.0E-59,2.49E-64"
3763,IPR001683,Phox homologous domain,HMMPfam,PF00787,PX domain,1,"912,","990,",3.60E-05
3763,IPR003123,VPS9 domain,HMMPfam,PF02204,Vacuolar sorting protein 9 (VPS9) domain,1,"371,","471,",9.50E-16
3763,\N,\N,HMMPfam,PF13857,Ankyrin repeats (many copies),1,"794,","849,",5.70E-12
3763,IPR020683,Ankyrin repeat-containing domain,ProSiteProfiles,PS50297,Ankyrin repeat region circular profile.,2,"617,776,","678,849,","8.906,9.463"
3763,IPR003123,VPS9 domain,ProSiteProfiles,PS51205,VPS9 domain profile.,1,"326,","478,",27.085
3763,IPR002110,Ankyrin repeat,SMART,SM00248,ankyrin repeats,3,"617,656,807,","648,686,837,","23.0,270.0,0.1"
3763,\N,\N,SUPERFAMILY,SSF109993,\N,2,"170,290,","218,481,","1.57E-32,1.57E-32"
3763,IPR020683,Ankyrin repeat-containing domain,SUPERFAMILY,SSF48403,\N,2,"486,607,","512,857,","1.15E-20,1.15E-20"
3763,IPR001683,Phox homologous domain,SUPERFAMILY,SSF64268,\N,1,"906,","992,",5.07E-09
3764,IPR013094,Alpha/beta hydrolase fold-3,HMMPfam,PF07859,alpha/beta hydrolase fold,1,"133,","351,",7.80E-45
3764,IPR029058,Alpha/Beta hydrolase fold,SUPERFAMILY,SSF53474,\N,1,"84,","354,",3.32E-52
3765,IPR005645,Serine hydrolase FSH,HMMPfam,PF03959,Serine hydrolase (FSH1),1,"11,","238,",7.70E-30
3765,IPR029058,Alpha/Beta hydrolase fold,SUPERFAMILY,SSF53474,\N,1,"9,","233,",1.85E-20
3766,IPR005828,General substrate transporter,HMMPfam,PF00083,Sugar (and other) transporter,1,"51,","493,",4.80E-66
3766,IPR005829,"Sugar transporter, conserved site",ProSitePatterns,PS00216,Sugar transport proteins signature 1.,1,"349,","365,",-
3766,IPR020846,Major facilitator superfamily domain,ProSiteProfiles,PS50850,Major facilitator superfamily (MFS) profile.,1,"42,","483,",24.479
3766,IPR020846,Major facilitator superfamily domain,SUPERFAMILY,SSF103473,\N,1,"18,","491,",4.19E-48
3767,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,HMMPfam,PF00172,Fungal Zn(2)-Cys(6) binuclear cluster domain,1,"19,","58,",4.50E-06
3767,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,ProSiteProfiles,PS50048,Zn(2)-C6 fungal-type DNA-binding domain profile.,1,"19,","56,",10.117
3767,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,SMART,SM00066,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain,1,"14,","65,",7.50E-06
3767,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,SUPERFAMILY,SSF57701,\N,1,"10,","62,",1.96E-07
3768,IPR000873,AMP-dependent synthetase/ligase,HMMPfam,PF00501,AMP-binding enzyme,1,"27,","438,",1.10E-77
3768,IPR025110,AMP-binding enzyme C-terminal domain,HMMPfam,PF13193,AMP-binding enzyme C-terminal domain,1,"446,","543,",9.40E-10
3768,\N,\N,SUPERFAMILY,SSF56801,\N,1,"31,","556,",4.32E-113
3769,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,HMMPfam,PF00172,Fungal Zn(2)-Cys(6) binuclear cluster domain,1,"17,","55,",3.90E-05
3769,IPR007219,"Transcription factor domain, fungi",HMMPfam,PF04082,Fungal specific transcription factor domain,1,"240,","466,",9.60E-32
3769,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,ProSitePatterns,PS00463,Zn(2)-C6 fungal-type DNA-binding domain signature.,1,"18,","48,",-
3769,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,ProSiteProfiles,PS50048,Zn(2)-C6 fungal-type DNA-binding domain profile.,1,"18,","50,",9.688
3769,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,SMART,SM00066,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain,1,"13,","59,",1.70E-07
3769,IPR007219,"Transcription factor domain, fungi",SMART,SM00906,Fungal specific transcription factor domain,1,"349,","421,",7.60E-11
3769,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,SUPERFAMILY,SSF57701,\N,1,"10,","59,",3.92E-08
3770,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,HMMPfam,PF00172,Fungal Zn(2)-Cys(6) binuclear cluster domain,1,"17,","55,",3.90E-05
3770,IPR007219,"Transcription factor domain, fungi",HMMPfam,PF04082,Fungal specific transcription factor domain,1,"239,","465,",9.70E-32
3770,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,ProSitePatterns,PS00463,Zn(2)-C6 fungal-type DNA-binding domain signature.,1,"18,","48,",-
3770,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,ProSiteProfiles,PS50048,Zn(2)-C6 fungal-type DNA-binding domain profile.,1,"18,","50,",9.688
3770,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,SMART,SM00066,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain,1,"13,","59,",1.70E-07
3770,IPR007219,"Transcription factor domain, fungi",SMART,SM00906,Fungal specific transcription factor domain,1,"348,","420,",7.60E-11
3770,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,SUPERFAMILY,SSF57701,\N,1,"10,","59,",3.92E-08
3771,IPR002198,Short-chain dehydrogenase/reductase SDR,HMMPfam,PF00106,short chain dehydrogenase,1,"10,","184,",3.60E-27
3771,IPR002198,Short-chain dehydrogenase/reductase SDR,PRINTS,PR00080,Short-chain dehydrogenase/reductase (SDR) superfamily signature,3,"85,149,172,","96,157,191,","3.733573E-11,3.733573E-11,3.733573E-11"
3771,IPR002347,Glucose/ribitol dehydrogenase,PRINTS,PR00081,Glucose/ribitol dehydrogenase family signature,6,"8,85,143,172,193,227,","25,96,159,191,210,247,","1.378794E-40,1.378794E-40,1.378794E-40,1.378794E-40,1.378794E-40,1.378794E-40"
3771,\N,\N,SUPERFAMILY,SSF51735,\N,1,"8,","265,",3.33E-70
3773,IPR022185,Protein of unknown function DUF3712,HMMPfam,PF12505,Protein of unknown function (DUF3712),1,"478,","593,",2.60E-08
3773,\N,\N,SUPERFAMILY,SSF117070,\N,1,"556,","608,",6.41E-05
3774,IPR003726,Homocysteine S-methyltransferase,HMMPfam,PF02574,Homocysteine S-methyltransferase,1,"10,","328,",1.10E-41
3774,IPR003726,Homocysteine S-methyltransferase,ProSiteProfiles,PS50970,Homocysteine-binding domain profile.,1,"1,","328,",33.31
3774,IPR003726,Homocysteine S-methyltransferase,SUPERFAMILY,SSF82282,\N,1,"3,","329,",8.63E-63
3775,IPR006131,"Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain",HMMPfam,PF00185,"Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain",1,"178,","330,",2.10E-38
3775,IPR006132,"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding",HMMPfam,PF02729,"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain",1,"26,","168,",1.10E-39
3775,IPR006130,Aspartate/ornithine carbamoyltransferase,PRINTS,PR00100,Aspartate/ornithine carbamoyltransferase superfamily signature,4,"73,155,286,297,","92,166,295,320,","3.2E-22,3.2E-22,3.2E-22,3.2E-22"
3775,IPR002292,Ornithine/putrescine carbamoyltransferase,PRINTS,PR00102,Ornithine carbamoyltransferase signature,5,"71,104,144,248,311,","85,117,158,258,322,","1.1E-25,1.1E-25,1.1E-25,1.1E-25,1.1E-25"
3775,IPR006130,Aspartate/ornithine carbamoyltransferase,ProSitePatterns,PS00097,Aspartate and ornithine carbamoyltransferases signature.,1,"73,","80,",-
3775,IPR006130,Aspartate/ornithine carbamoyltransferase,SUPERFAMILY,SSF53671,\N,1,"25,","332,",4.06E-84
3775,IPR002292,Ornithine/putrescine carbamoyltransferase,TIGRFAM,TIGR00658,orni_carb_tr: ornithine carbamoyltransferase,1,"26,","332,",3.10E-101
