#transcriptId,proteinId,kogid,kogdefline,kogClass,kogGroup
1013,1013,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
1265,1265,KOG1437,Fasciclin and related adhesion glycoproteins,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
1279,1279,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
1476,1476,KOG1371,UDP-glucose 4-epimerase/UDP-sulfoquinovose synthase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
1515,1515,KOG1268,"Glucosamine 6-phosphate synthetases, contain amidotransferase and phosphosugar isomerase domains",Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
1746,1746,KOG1371,UDP-glucose 4-epimerase/UDP-sulfoquinovose synthase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
1761,1761,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
1781,1781,KOG1322,GDP-mannose pyrophosphorylase/mannose-1-phosphate guanylyltransferase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
1827,1827,KOG3144,"Ethanolamine-P-transferase GPI11/PIG-F, involved in glycosylphosphatidylinositol anchor biosynthesis",Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
1831,1831,KOG2571,Chitin synthase/hyaluronan synthase (glycosyltransferases),Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
1853,1853,KOG2515,Mannosyltransferase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
1903,1903,KOG4551,"GPI-GlcNAc transferase complex, PIG-H component, involved in glycosylphosphatidylinositol anchor biosynthesis",Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
2018,2018,KOG2629,Peroxisomal membrane anchor protein (peroxin),Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
2080,2080,KOG2516,Protein involved in dolichol pathway for N-glycosylation (mannosyltransferase family),Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
2500,2500,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
2842,2842,KOG1371,UDP-glucose 4-epimerase/UDP-sulfoquinovose synthase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
3018,3018,KOG3364,Membrane protein involved in organellar division,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
3128,3128,KOG2547,Ceramide glucosyltransferase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
3196,3196,KOG0621,Phospholipid scramblase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
3354,3354,KOG1111,"N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase",Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
3483,3483,KOG4701,Chitinase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
3530,3530,KOG1066,"Glucosidase II catalytic (alpha) subunit and related enzymes, glycosyl hydrolase family 31",Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
3564,3564,KOG0916,"1,3-beta-glucan synthase/callose synthase catalytic subunit",Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
3695,3695,KOG1183,"N-acetylglucosaminyltransferase complex, subunit PIG-Q/GPI1, required for phosphatidylinositol biosynthesis",Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
3763,3763,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
3943,3943,KOG1387,Glycosyltransferase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
3961,3961,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
4017,4017,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
4404,4404,KOG1550,Extracellular protein SEL-1 and related proteins,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
4641,4641,KOG2686,Choline kinase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
4704,4704,KOG4701,Chitinase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
4744,4744,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
4768,4768,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
4771,4771,KOG1550,Extracellular protein SEL-1 and related proteins,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
4777,4777,KOG1111,"N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase",Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
4834,4834,KOG4444,Peroxisomal assembly protein PEX3,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
5425,5425,KOG0853,Glycosyltransferase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
5512,5512,KOG2388,UDP-N-acetylglucosamine pyrophosphorylase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
5679,5679,KOG3396,Glucosamine-phosphate N-acetyltransferase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
5724,5724,KOG1550,Extracellular protein SEL-1 and related proteins,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
5863,5863,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
5922,5922,KOG4748,Subunit of Golgi mannosyltransferase complex,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
6424,6424,KOG1460,GDP-mannose pyrophosphorylase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
6552,6552,KOG1550,Extracellular protein SEL-1 and related proteins,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
6698,6698,KOG2571,Chitin synthase/hyaluronan synthase (glycosyltransferases),Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
7010,7010,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
7042,7042,KOG2571,Chitin synthase/hyaluronan synthase (glycosyltransferases),Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
7088,7088,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
7247,7247,KOG4629,Predicted mechanosensitive ion channel,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
7477,7477,KOG4701,Chitinase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
7521,7521,KOG0853,Glycosyltransferase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
7898,7898,KOG4629,Predicted mechanosensitive ion channel,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
7941,7941,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
7945,7945,KOG4748,Subunit of Golgi mannosyltransferase complex,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
7966,7966,KOG1550,Extracellular protein SEL-1 and related proteins,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
7967,7967,KOG2571,Chitin synthase/hyaluronan synthase (glycosyltransferases),Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
8235,8235,KOG2571,Chitin synthase/hyaluronan synthase (glycosyltransferases),Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
8361,8361,KOG2407,"GPI transamidase complex, GPI16/PIG-T component, involved in glycosylphosphatidylinositol anchor biosynthesis",Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
8396,8396,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
8514,8514,KOG1550,Extracellular protein SEL-1 and related proteins,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
8624,8624,KOG1437,Fasciclin and related adhesion glycoproteins,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
8736,8736,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
9061,9061,KOG2571,Chitin synthase/hyaluronan synthase (glycosyltransferases),Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
9062,9062,KOG2571,Chitin synthase/hyaluronan synthase (glycosyltransferases),Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
9315,9315,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
9408,9408,KOG2571,Chitin synthase/hyaluronan synthase (glycosyltransferases),Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
2617,2617,KOG2116,Protein involved in plasmid maintenance/nuclear protein involved in lipid metabolism,Cell motility ,CELLULAR PROCESSES AND SIGNALING
2826,2826,KOG3896,"Dynactin, subunit p62",Cell motility ,CELLULAR PROCESSES AND SIGNALING
4135,4135,KOG4081,Dynein light chain,Cell motility ,CELLULAR PROCESSES AND SIGNALING
4820,4820,KOG4242,Predicted myosin-I-binding protein,Cell motility ,CELLULAR PROCESSES AND SIGNALING
8446,8446,KOG3905,Dynein light intermediate chain,Cell motility ,CELLULAR PROCESSES AND SIGNALING
35,35,KOG0880,Peptidyl-prolyl cis-trans isomerase,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
39,39,KOG3355,Mitochondrial sulfhydryl oxidase involved in the biogenesis of cytosolic Fe/S proteins,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
50,50,KOG2231,Predicted E3 ubiquitin ligase,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
68,68,KOG4127,Renal dipeptidase,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
81,81,KOG0742,AAA+-type ATPase,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
92,92,KOG1046,Puromycin-sensitive aminopeptidase and related aminopeptidases,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
93,93,KOG0595,Serine/threonine-protein kinase involved in autophagy,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
99,99,KOG0179,"20S proteasome, regulatory subunit beta type PSMB1/PRE7","Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
100,100,KOG3273,Predicted RNA-binding protein Pno1p interacting with Nob1p and involved in 26S proteasome assembly,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
102,102,KOG2019,Metalloendoprotease HMP1 (insulinase superfamily),"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
109,109,KOG2699,Predicted ubiquitin regulatory protein,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
110,110,KOG0180,"20S proteasome, regulatory subunit beta type PSMB3/PUP3","Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
139,139,KOG2195,Transferrin receptor and related proteins containing the protease-associated (PA) domain,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
156,156,KOG2903,Predicted glutathione S-transferase,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
173,173,KOG4179,Lysyl hydrolase/glycosyltransferase family 25,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
180,180,KOG1364,"Predicted ubiquitin regulatory protein, contains UAS and UBX domains","Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
196,196,KOG2447,"Oligosaccharyltransferase, delta subunit (ribophorin II)","Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
211,211,KOG0908,Thioredoxin-like protein,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
213,213,KOG0714,Molecular chaperone (DnaJ superfamily),"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
216,216,KOG1339,Aspartyl protease,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
229,229,KOG2177,Predicted E3 ubiquitin ligase,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
230,230,KOG0177,"20S proteasome, regulatory subunit beta type PSMB2/PRE1","Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
236,236,KOG0710,Molecular chaperone (small heat-shock protein Hsp26/Hsp42),"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
251,251,KOG1111,"N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase","Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
262,262,KOG0691,Molecular chaperone (DnaJ superfamily),"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
275,275,KOG1493,"Anaphase-promoting complex (APC), subunit 11","Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
277,277,KOG2738,Putative methionine aminopeptidase,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
317,317,KOG0909,Peptide:N-glycanase,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
323,323,KOG0841,Multifunctional chaperone (14-3-3 family),"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
340,340,KOG2062,"26S proteasome regulatory complex, subunit RPN2/PSMD1","Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
355,355,KOG0530,"Protein farnesyltransferase, alpha subunit/protein geranylgeranyltransferase type I, alpha subunit","Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
367,367,KOG3800,"Predicted E3 ubiquitin ligase containing RING finger, subunit of transcription/repair factor TFIIH and CDK-activating kinase assembly factor","Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
410,410,KOG3281,Mitochondrial F1-ATPase assembly protein,"Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
412,412,KOG0174,"20S proteasome, regulatory subunit beta type PSMB6/PSMB9/PRE3","Posttranslational modification, protein turnover, chaperones ",CELLULAR PROCESSES AND SIGNALING
