#proteinId,ecNum,definition,catalyticActivity,cofactors,associatedDiseases,pathway,pathway_class,pathway_type
6,4.4.1.14,1-aminocyclopropane-1-carboxylate synthase.,S-adenosyl-L-methionine = 1-aminocyclopropane-1-carboxylate + methylthioadenosine.,Pyridoxal-phosphate.,\N,Propanoate metabolism,Carbohydrate Metabolism,METABOLIC
3930,1.14.13.-,"With NADH or NADPH as one donor, and incorporation of one atom",\N,\N,\N,Phenylalanine metabolism,Amino Acid Metabolism,METABOLIC
3930,1.14.13.-,"With NADH or NADPH as one donor, and incorporation of one atom",\N,\N,\N,Ubiquinone biosynthesis,Metabolism of Cofactors and Vitamins,METABOLIC
3930,1.14.13.-,"With NADH or NADPH as one donor, and incorporation of one atom",\N,\N,\N,Alkaloid biosynthesis I,Biosynthesis of Secondary Metabolites,METABOLIC
3930,1.14.13.-,"With NADH or NADPH as one donor, and incorporation of one atom",\N,\N,\N,Styrene degradation,Biodegradation of Xenobiotics,METABOLIC
3930,1.14.13.-,"With NADH or NADPH as one donor, and incorporation of one atom",\N,\N,\N,Tryptophan metabolism,Amino Acid Metabolism,METABOLIC
3930,1.14.13.-,"With NADH or NADPH as one donor, and incorporation of one atom",\N,\N,\N,Androgen and estrogen metabolism,Lipid Metabolism,METABOLIC
3930,1.14.13.-,"With NADH or NADPH as one donor, and incorporation of one atom",\N,\N,\N,Sterol biosynthesis,Lipid Metabolism,METABOLIC
3930,1.14.13.-,"With NADH or NADPH as one donor, and incorporation of one atom",\N,\N,\N,"1,4-Dichlorobenzene degradation",Biodegradation of Xenobiotics,METABOLIC
3930,1.14.13.-,"With NADH or NADPH as one donor, and incorporation of one atom",\N,\N,\N,Tyrosine metabolism,Amino Acid Metabolism,METABOLIC
3930,1.14.13.-,"With NADH or NADPH as one donor, and incorporation of one atom",\N,\N,\N,Bile acid biosynthesis,Lipid Metabolism,METABOLIC
3930,1.14.13.-,"With NADH or NADPH as one donor, and incorporation of one atom",\N,\N,\N,"Flavonoids, stilbene and lignin biosynthesis",Biosynthesis of Secondary Metabolites,METABOLIC
3930,1.14.13.-,"With NADH or NADPH as one donor, and incorporation of one atom",\N,\N,\N,Histidine metabolism,Amino Acid Metabolism,METABOLIC
3930,1.14.13.-,"With NADH or NADPH as one donor, and incorporation of one atom",\N,\N,\N,gamma-Hexachlorocyclohexane degradation,Biodegradation of Xenobiotics,METABOLIC
3931,1.13.11.5,"Homogentisate 1,2-dioxygenase.",Homogentisate + O(2) = 4-maleylacetoacetate.,Iron.,Alkaptonuria; MIM:203500.,Styrene degradation,Biodegradation of Xenobiotics,METABOLIC
3931,1.13.11.5,"Homogentisate 1,2-dioxygenase.",Homogentisate + O(2) = 4-maleylacetoacetate.,Iron.,Alkaptonuria; MIM:203500.,Tyrosine metabolism,Amino Acid Metabolism,METABOLIC
3933,3.6.3.29,Molybdate-transporting ATPase.,ATP + H(2)O + molybdate(Out) = ADP + phosphate + molybdate(In).,\N,\N,\N,\N,\N
3938,3.2.2.3,Uridine nucleosidase.,Uridine + H(2)O = uracil + D-ribose.,\N,\N,Pyrimidine metabolism,Nucleotide Metabolism,METABOLIC
3943,2.4.1.131,Glycolipid 2-alpha-mannosyltransferase.,"Transfers an alpha-D-mannosyl residue from GDP-mannose into lipid-linked oligosaccharide, forming an alpha-1,2-D-mannosyl-D-mannose linkage.",\N,\N,N-Glycans biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
3944,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N
3945,6.3.5.4,Asparagine synthase (glutamine-hydrolysing).,ATP + L-aspartate + L-glutamine = AMP + diphosphate + L-asparagine + L-glutamate.,\N,\N,Nitrogen metabolism,Energy Metabolism,METABOLIC
3945,6.3.5.4,Asparagine synthase (glutamine-hydrolysing).,ATP + L-aspartate + L-glutamine = AMP + diphosphate + L-asparagine + L-glutamate.,\N,\N,Alanine and aspartate metabolism,Amino Acid Metabolism,METABOLIC
3948,3.4.11.18,Methionyl aminopeptidase.,"Release of N-terminal amino acids, preferentially methionine, from peptides and arylamides.",Cobalt.,\N,\N,\N,\N
3951,1.17.4.1,Ribonucleoside-diphosphate reductase.,2'-deoxyribonucleoside diphosphate + oxidized thioredoxin + H(2)O = ribonucleoside diphosphate + reduced thioredoxin.,Iron; ATP.,\N,Pyrimidine metabolism,Nucleotide Metabolism,METABOLIC
3951,1.17.4.1,Ribonucleoside-diphosphate reductase.,2'-deoxyribonucleoside diphosphate + oxidized thioredoxin + H(2)O = ribonucleoside diphosphate + reduced thioredoxin.,Iron; ATP.,\N,Purine metabolism,Nucleotide Metabolism,METABOLIC
3954,3.2.2.21,DNA-3-methyladenine glycosylase II.,"Hydrolysis of alkylated DNA, releasing 3-methyladenine, 3-methylguanine, 7-methylguanine, and 7-methyladenine.",\N,\N,\N,\N,\N
3956,1.1.1.208,(+)-neomenthol dehydrogenase.,(+)-neomenthol + NADP(+) = (-)-menthone + NADPH.,\N,\N,\N,\N,\N
3960,3.6.4.-,Acting on acid anhydrides; involved in cellular and,\N,\N,\N,\N,\N,\N
3961,3.1.4.46,Glycerophosphodiester phosphodiesterase.,A glycerophosphodiester + H(2)O = an alcohol + sn-glycerol 3-phosphate.,\N,\N,Phospholipid degradation,Metabolism of Complex Lipids,METABOLIC
3961,3.1.4.46,Glycerophosphodiester phosphodiesterase.,A glycerophosphodiester + H(2)O = an alcohol + sn-glycerol 3-phosphate.,\N,\N,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
3977,1.1.1.141,15-hydroxyprostaglandin dehydrogenase (NAD+).,"(5Z,13E)-(15S)-11-alpha,15-dihydroxy-9-oxoprost-13-enoate + NAD(+) = (5Z,13E)-11-alpha-hydroxy-9,15-dioxoprost-13-enoate + NADH.",\N,\N,\N,\N,\N
3978,1.1.1.141,15-hydroxyprostaglandin dehydrogenase (NAD+).,"(5Z,13E)-(15S)-11-alpha,15-dihydroxy-9-oxoprost-13-enoate + NAD(+) = (5Z,13E)-11-alpha-hydroxy-9,15-dioxoprost-13-enoate + NADH.",\N,\N,\N,\N,\N
3979,6.2.1.-,Acid--thiol ligases.,\N,\N,\N,Ethylbenzene degradation,Biodegradation of Xenobiotics,METABOLIC
3979,6.2.1.-,Acid--thiol ligases.,\N,\N,\N,Propanoate metabolism,Carbohydrate Metabolism,METABOLIC
3987,2.7.8.1,Ethanolaminephosphotransferase.,"CDP-ethanolamine + 1,2-diacylglycerol = CMP + a phosphatidylethanolamine.",\N,\N,Sphingophospholipid biosynthesis,Metabolism of Complex Lipids,METABOLIC
3987,2.7.8.1,Ethanolaminephosphotransferase.,"CDP-ethanolamine + 1,2-diacylglycerol = CMP + a phosphatidylethanolamine.",\N,\N,Aminophosphonate metabolism,Metabolism of Other Amino Acids,METABOLIC
3987,2.7.8.1,Ethanolaminephosphotransferase.,"CDP-ethanolamine + 1,2-diacylglycerol = CMP + a phosphatidylethanolamine.",\N,\N,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
3995,3.5.3.11,Agmatinase.,Agmatine + H(2)O = putrescine + urea.,\N,\N,Arginine and proline metabolism,Amino Acid Metabolism,METABOLIC
3999,6.3.5.4,Asparagine synthase (glutamine-hydrolysing).,ATP + L-aspartate + L-glutamine = AMP + diphosphate + L-asparagine + L-glutamate.,\N,\N,Nitrogen metabolism,Energy Metabolism,METABOLIC
3999,6.3.5.4,Asparagine synthase (glutamine-hydrolysing).,ATP + L-aspartate + L-glutamine = AMP + diphosphate + L-asparagine + L-glutamate.,\N,\N,Alanine and aspartate metabolism,Amino Acid Metabolism,METABOLIC
4003,6.3.4.4,Adenylosuccinate synthase.,GTP + IMP + L-aspartate = GDP + phosphate + adenylosuccinate.,\N,\N,Purine metabolism,Nucleotide Metabolism,METABOLIC
4003,6.3.4.4,Adenylosuccinate synthase.,GTP + IMP + L-aspartate = GDP + phosphate + adenylosuccinate.,\N,\N,Alanine and aspartate metabolism,Amino Acid Metabolism,METABOLIC
4007,1.1.1.2,Alcohol dehydrogenase (NADP+).,An alcohol + NADP(+) = an aldehyde + NADPH.,Zinc.,\N,Caprolactam degradation,Biodegradation of Xenobiotics,METABOLIC
4007,1.1.1.2,Alcohol dehydrogenase (NADP+).,An alcohol + NADP(+) = an aldehyde + NADPH.,Zinc.,\N,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
4007,1.1.1.2,Alcohol dehydrogenase (NADP+).,An alcohol + NADP(+) = an aldehyde + NADPH.,Zinc.,\N,Pentose and glucuronate interconversions,Carbohydrate Metabolism,METABOLIC
4007,1.1.1.2,Alcohol dehydrogenase (NADP+).,An alcohol + NADP(+) = an aldehyde + NADPH.,Zinc.,\N,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism,METABOLIC
4010,1.13.11.27,4-hydroxyphenylpyruvate dioxygenase.,4-hydroxyphenylpyruvate + O(2) = homogentisate + CO(2).,Iron.,"Tyrosinemia, type III; MIM:276710.",Tyrosine metabolism,Amino Acid Metabolism,METABOLIC
4010,1.13.11.27,4-hydroxyphenylpyruvate dioxygenase.,4-hydroxyphenylpyruvate + O(2) = homogentisate + CO(2).,Iron.,"Tyrosinemia, type III; MIM:276710.",Phenylalanine metabolism,Amino Acid Metabolism,METABOLIC
4011,3.1.1.-,Carboxylic ester hydrolases.,\N,\N,\N,"2,4-Dichlorobenzoate degradation",Biodegradation of Xenobiotics,METABOLIC
4011,3.1.1.-,Carboxylic ester hydrolases.,\N,\N,\N,Pentose and glucuronate interconversions,Carbohydrate Metabolism,METABOLIC
4011,3.1.1.-,Carboxylic ester hydrolases.,\N,\N,\N,Butanoate metabolism,Carbohydrate Metabolism,METABOLIC
4018,1.3.99.-,With other acceptors.,\N,\N,\N,Sphingoglycolipid metabolism,Metabolism of Complex Lipids,METABOLIC
4018,1.3.99.-,With other acceptors.,\N,\N,\N,Sterol biosynthesis,Lipid Metabolism,METABOLIC
4018,1.3.99.-,With other acceptors.,\N,\N,\N,Bile acid biosynthesis,Lipid Metabolism,METABOLIC
4030,3.4.24.71,Endothelin-converting enzyme 1.,Forms endothelin 1 by cleavage of the 21-Trp-|-Val-22 bond in the precursor.,Zinc.,\N,\N,\N,\N
4031,2.4.1.-,Hexosyltransferases.,\N,\N,\N,O-Glycans biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
4031,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Fructose and mannose metabolism,Carbohydrate Metabolism,METABOLIC
4031,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Peptidoglycan biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
4031,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Sphingoglycolipid metabolism,Metabolism of Complex Lipids,METABOLIC
4031,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Blood group glycolipid biosynthesis - lact series,Metabolism of Complex Lipids,METABOLIC
4031,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Blood group glycolipid biosynthesis - neolact series,Metabolism of Complex Lipids,METABOLIC
4031,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
4031,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Globoside metabolism,Metabolism of Complex Lipids,METABOLIC
4031,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Chondroitin / heparan sulfate biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
4031,2.4.1.-,Hexosyltransferases.,\N,\N,\N,Keratan sulfate biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
4031,2.4.1.-,Hexosyltransferases.,\N,\N,\N,N-Glycans biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
4036,3.8.1.2,2-haloacid dehalogenase.,(S)-2-haloacid + H(2)O = (R)-2-hydroxyacid + halide.,\N,\N,\N,\N,\N
4046,6.3.2.17,Folylpolyglutamate synthase.,ATP + {tetrahydrofolyl-[Glu]}(N) + L-glutamate = ADP + phosphate + {tetrahydrofolyl-[Glu]}(N+1).,\N,\N,Folate biosynthesis,Metabolism of Cofactors and Vitamins,METABOLIC
4051,2.7.1.82,Ethanolamine kinase.,ATP + ethanolamine = ADP + O-phosphoethanolamine.,\N,Ethanolaminosis; MIM:227150.,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
4054,2.7.4.8,Guanylate kinase.,ATP + GMP = ADP + GDP.,\N,\N,Purine metabolism,Nucleotide Metabolism,METABOLIC
4056,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N
4061,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N
4068,3.4.14.4,Dipeptidyl-peptidase III.,"Release of a N-terminal dipeptide from a peptide of four or more residues, with broad specificity.",\N,\N,\N,\N,\N
4070,3.1.3.5,5'-nucleotidase.,A 5'-ribonucleotide + H(2)O = a ribonucleoside + phosphate.,\N,\N,Purine metabolism,Nucleotide Metabolism,METABOLIC
4070,3.1.3.5,5'-nucleotidase.,A 5'-ribonucleotide + H(2)O = a ribonucleoside + phosphate.,\N,\N,Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins,METABOLIC
4070,3.1.3.5,5'-nucleotidase.,A 5'-ribonucleotide + H(2)O = a ribonucleoside + phosphate.,\N,\N,Pyrimidine metabolism,Nucleotide Metabolism,METABOLIC
4071,2.6.1.42,Branched-chain amino acid aminotransferase.,L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate.,Pyridoxal-phosphate.,\N,"Valine, leucine and isoleucine biosynthesis",Amino Acid Metabolism,METABOLIC
4071,2.6.1.42,Branched-chain amino acid aminotransferase.,L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate.,Pyridoxal-phosphate.,\N,"Valine, leucine and isoleucine degradation",Amino Acid Metabolism,METABOLIC
4071,2.6.1.42,Branched-chain amino acid aminotransferase.,L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate.,Pyridoxal-phosphate.,\N,Pantothenate and CoA biosynthesis,Metabolism of Cofactors and Vitamins,METABOLIC
4074,1.1.1.105,Retinol dehydrogenase.,Retinol + NAD(+) = retinal + NADH.,\N,\N,Retinol metabolism,Metabolism of Cofactors and Vitamins,METABOLIC
4076,3.5.1.-,In linear amides.,\N,\N,\N,Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins,METABOLIC
4076,3.5.1.-,In linear amides.,\N,\N,\N,Pantothenate and CoA biosynthesis,Metabolism of Cofactors and Vitamins,METABOLIC
4076,3.5.1.-,In linear amides.,\N,\N,\N,Arginine and proline metabolism,Amino Acid Metabolism,METABOLIC
4076,3.5.1.-,In linear amides.,\N,\N,\N,Lipopolysaccharide biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
4077,1.97.1.4,Formate acetyltransferase activating enzyme.,S-adenosyl-L-methionine + dihydroflavodoxin + [formate acetyltransferase]-glycine = 5'-deoxyadenosine + methionine + flavodoxin + [formate acetyltransferase]-glycine-2-yl radical.,Iron-sulfur.,\N,\N,\N,\N
4083,1.14.13.22,Cyclohexanone monooxygenase.,Cyclohexanone + NADPH + O(2) = 6-hexanolide + NADP(+) + H(2)O.,FAD.,\N,Caprolactam degradation,Biodegradation of Xenobiotics,METABOLIC
4088,1.14.13.12,Benzoate 4-monooxygenase.,Benzoate + NADPH + O(2) = 4-hydroxybenzoate + NADP(+) + H(2)O.,Iron; Tetrahydropteridine.,\N,Benzoate degradation via CoA ligation,Biodegradation of Xenobiotics,METABOLIC
4095,2.4.2.18,Anthranilate phosphoribosyltransferase.,Anthranilate + phosphoribosylpyrophosphate = N-5'-phosphoribosyl- anthranilate + diphosphate.,\N,\N,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METABOLIC
4100,1.97.1.4,Formate acetyltransferase activating enzyme.,S-adenosyl-L-methionine + dihydroflavodoxin + [formate acetyltransferase]-glycine = 5'-deoxyadenosine + methionine + flavodoxin + [formate acetyltransferase]-glycine-2-yl radical.,Iron-sulfur.,\N,\N,\N,\N
4102,1.1.1.141,15-hydroxyprostaglandin dehydrogenase (NAD+).,"(5Z,13E)-(15S)-11-alpha,15-dihydroxy-9-oxoprost-13-enoate + NAD(+) = (5Z,13E)-11-alpha-hydroxy-9,15-dioxoprost-13-enoate + NADH.",\N,\N,\N,\N,\N
4120,6.1.1.12,Aspartate--tRNA ligase.,ATP + L-aspartate + tRNA(Asp) = AMP + diphosphate + L-aspartyl- tRNA(Asp).,\N,\N,Alanine and aspartate metabolism,Amino Acid Metabolism,METABOLIC
4120,6.1.1.12,Aspartate--tRNA ligase.,ATP + L-aspartate + tRNA(Asp) = AMP + diphosphate + L-aspartyl- tRNA(Asp).,\N,\N,  Aminoacyl-tRNA biosynthesis,TRANSLATION,REGULATORY
4124,3.1.13.-,Exoribonucleases producing 5'-phosphomonoesters.,\N,\N,\N,\N,\N,\N
4128,3.6.1.3,Adenosinetriphosphatase.,ATP + H(2)O = ADP + phosphate.,\N,Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.,Purine metabolism,Nucleotide Metabolism,METABOLIC
4142,2.4.1.141,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase.,"UDP-N-acetyl-D-glucosamine + N-acetyl-D-glucosaminyl-diphosphodolichol = UDP + N,N''-diacetylchitobiosyldiphosphodolichol.",\N,\N,N-Glycans biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
4154,2.1.1.60,Calmodulin-lysine N-methyltransferase.,S-adenosyl-L-methionine + calmodulin L-lysine = S-adenosyl-L- homocysteine + calmodulin N6-methyl-L-lysine.,\N,\N,Lysine degradation,Amino Acid Metabolism,METABOLIC
4161,1.6.5.4,Monodehydroascorbate reductase (NADH).,NADH + 2 monodehydroascorbate = NAD(+) + 2 ascorbate.,\N,\N,Ascorbate and aldarate metabolism,Carbohydrate Metabolism,METABOLIC
4162,3.1.3.3,Phosphoserine phosphatase.,Phosphoserine + H(2)O = serine + phosphate.,\N,\N,"Glycine, serine and threonine metabolism",Amino Acid Metabolism,METABOLIC
4164,2.7.7.4,Sulfate adenylyltransferase.,ATP + sulfate = diphosphate + adenylylsulfate.,\N,\N,Purine metabolism,Nucleotide Metabolism,METABOLIC
4164,2.7.7.4,Sulfate adenylyltransferase.,ATP + sulfate = diphosphate + adenylylsulfate.,\N,\N,Selenoamino acid metabolism,Metabolism of Other Amino Acids,METABOLIC
4164,2.7.7.4,Sulfate adenylyltransferase.,ATP + sulfate = diphosphate + adenylylsulfate.,\N,\N,Sulfur metabolism,Energy Metabolism,METABOLIC
4184,1.8.3.1,Sulfite oxidase.,Sulfite + O(2) + H(2)O = sulfate + H(2)O(2).,Heme; Molybdenum.,Sulfite oxidase deficiency; MIM:272300.,Sulfur metabolism,Energy Metabolism,METABOLIC
4190,3.1.26.5,Ribonuclease P.,"Endonucleolytic cleavage of RNA, removing 5'-extra-nucleotide from tRNA precursor.",\N,\N,\N,\N,\N
4198,2.5.1.18,Glutathione transferase.,RX + glutathione = HX + R-S-glutathione.,\N,\N,Glutathione metabolism,Metabolism of Other Amino Acids,METABOLIC
4209,2.7.7.14,Ethanolamine-phosphate cytidylyltransferase.,CTP + ethanolamine phosphate = diphosphate + CDP-ethanolamine.,\N,\N,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
4209,2.7.7.14,Ethanolamine-phosphate cytidylyltransferase.,CTP + ethanolamine phosphate = diphosphate + CDP-ethanolamine.,\N,\N,Aminophosphonate metabolism,Metabolism of Other Amino Acids,METABOLIC
4211,1.1.1.95,Phosphoglycerate dehydrogenase.,3-phosphoglycerate + NAD(+) = 3-phosphohydroxypyruvate + NADH.,\N,3-phosphoglycerate dehydrogenase deficiency; MIM:601815.,"Glycine, serine and threonine metabolism",Amino Acid Metabolism,METABOLIC
4212,1.1.1.95,Phosphoglycerate dehydrogenase.,3-phosphoglycerate + NAD(+) = 3-phosphohydroxypyruvate + NADH.,\N,3-phosphoglycerate dehydrogenase deficiency; MIM:601815.,"Glycine, serine and threonine metabolism",Amino Acid Metabolism,METABOLIC
4215,3.5.1.-,In linear amides.,\N,\N,\N,Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins,METABOLIC
4215,3.5.1.-,In linear amides.,\N,\N,\N,Pantothenate and CoA biosynthesis,Metabolism of Cofactors and Vitamins,METABOLIC
4215,3.5.1.-,In linear amides.,\N,\N,\N,Arginine and proline metabolism,Amino Acid Metabolism,METABOLIC
4215,3.5.1.-,In linear amides.,\N,\N,\N,Lipopolysaccharide biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
4216,3.6.1.1,Inorganic pyrophosphatase.,Diphosphate + H(2)O = 2 phosphate.,\N,\N,Oxidative phosphorylation,Energy Metabolism,METABOLIC
4217,1.1.1.2,Alcohol dehydrogenase (NADP+).,An alcohol + NADP(+) = an aldehyde + NADPH.,Zinc.,\N,Caprolactam degradation,Biodegradation of Xenobiotics,METABOLIC
4217,1.1.1.2,Alcohol dehydrogenase (NADP+).,An alcohol + NADP(+) = an aldehyde + NADPH.,Zinc.,\N,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
4217,1.1.1.2,Alcohol dehydrogenase (NADP+).,An alcohol + NADP(+) = an aldehyde + NADPH.,Zinc.,\N,Pentose and glucuronate interconversions,Carbohydrate Metabolism,METABOLIC
4217,1.1.1.2,Alcohol dehydrogenase (NADP+).,An alcohol + NADP(+) = an aldehyde + NADPH.,Zinc.,\N,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism,METABOLIC
4228,2.3.1.39,[Acyl-carrier protein] S-malonyltransferase.,Malonyl-CoA + [acyl-carrier protein] = CoA + malonyl-[acyl-carrier protein].,\N,\N,Fatty acid biosynthesis (path 1),Lipid Metabolism,METABOLIC
4231,1.14.13.1,Salicylate 1-monooxygenase.,Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).,FAD.,\N,Fluorene degradation,Biodegradation of Xenobiotics,METABOLIC
4231,1.14.13.1,Salicylate 1-monooxygenase.,Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).,FAD.,\N,Nitorobenzene degradation,Biodegradation of Xenobiotics,METABOLIC
4236,2.7.1.25,Adenylylsulfate kinase.,ATP + adenylylsulfate = ADP + 3'-phosphoadenylylsulfate.,\N,\N,Sulfur metabolism,Energy Metabolism,METABOLIC
4236,2.7.1.25,Adenylylsulfate kinase.,ATP + adenylylsulfate = ADP + 3'-phosphoadenylylsulfate.,\N,\N,Selenoamino acid metabolism,Metabolism of Other Amino Acids,METABOLIC
4236,2.7.1.25,Adenylylsulfate kinase.,ATP + adenylylsulfate = ADP + 3'-phosphoadenylylsulfate.,\N,\N,Purine metabolism,Nucleotide Metabolism,METABOLIC
4238,2.3.1.9,Acetyl-CoA C-acetyltransferase.,2 acetyl-CoA = CoA + acetoacetyl-CoA.,\N,Alpha-methylacetoaceticaciduria; MIM:203750.,Fatty acid biosynthesis (path 2),Lipid Metabolism,METABOLIC
4238,2.3.1.9,Acetyl-CoA C-acetyltransferase.,2 acetyl-CoA = CoA + acetoacetyl-CoA.,\N,Alpha-methylacetoaceticaciduria; MIM:203750.,Tryptophan metabolism,Amino Acid Metabolism,METABOLIC
4238,2.3.1.9,Acetyl-CoA C-acetyltransferase.,2 acetyl-CoA = CoA + acetoacetyl-CoA.,\N,Alpha-methylacetoaceticaciduria; MIM:203750.,Benzoate degradation via CoA ligation,Biodegradation of Xenobiotics,METABOLIC
4238,2.3.1.9,Acetyl-CoA C-acetyltransferase.,2 acetyl-CoA = CoA + acetoacetyl-CoA.,\N,Alpha-methylacetoaceticaciduria; MIM:203750.,Propanoate metabolism,Carbohydrate Metabolism,METABOLIC
4238,2.3.1.9,Acetyl-CoA C-acetyltransferase.,2 acetyl-CoA = CoA + acetoacetyl-CoA.,\N,Alpha-methylacetoaceticaciduria; MIM:203750.,Fatty acid metabolism,Lipid Metabolism,METABOLIC
4238,2.3.1.9,Acetyl-CoA C-acetyltransferase.,2 acetyl-CoA = CoA + acetoacetyl-CoA.,\N,Alpha-methylacetoaceticaciduria; MIM:203750.,Synthesis and degradation of ketone bodies,Lipid Metabolism,METABOLIC
4238,2.3.1.9,Acetyl-CoA C-acetyltransferase.,2 acetyl-CoA = CoA + acetoacetyl-CoA.,\N,Alpha-methylacetoaceticaciduria; MIM:203750.,Butanoate metabolism,Carbohydrate Metabolism,METABOLIC
